"CML 4305, Advocacy Before International Tribunals "
"CML 4306, International Intellectual Property "
"CML 4307, Legal Writing:  Write With Purpose, Essential Skills for Lawyers "
"CML 4341, Contracts "
"CML 4342, Torts "
"CML 4343, Biotechnology, Pharmaceuticals and Intellectual Property "
"CML 4347, Property "
"CML 4382, Feminist Legal Issues "
"CML 4500, Stage en résolution de différends "
"CML 4501, Études en droit constitutionnel "
"CML 4502, Études en administration de la justice "
"CML 4503, Études en droit administratif "
"CML 4504, Études en droit public "
"CML 4505, Études en matière de règlementation "
"CML 4506, Études en droit privé "
"CML 4507, Études en droit des affaires "
"CML 4508, Études en droit international "
"CML 4509, Études en matière des droits de la personne "
"CML 4510, Études en matière de la théorie du droit "
"CML 4511, Études en droit criminel "
"CML 4512, Études juridiques interdisciplinaires "
"CML 4513, Problèmes pratiques en droit "
"CML 4517, Traditions juridiques autochtones "
"CML 4519, Les droits linguistiques au Canada "
"CML 4520, Droit pénal international "
"CML 4521, Droit international de l'environnement "
"CML 4526, Droit maritime "
"CML 4529, Droit de l'environnement approfondi "
"CML 4530, Droit des ressources naturelles "
"CML 4535, L'approche économique et le droit de l'environnement "
"CML 4544, Procédure civile I "
"CML 4545, La responsabilité professionnelle et les enjeux de la pratique de droit "
"CML 4546, Études en Common Law et Equity "
"CML 4700, Problèmes constitutionnels canadiens "
"CML 4701, Droit des délits approfondi "
"CML 4702, Rédaction juridique approfondie "
"CML 4715, Droit de la preuve approfondi "
"CML 4727, Droit international africain "
"CML 4741, Les contrats "
"CML 4742, Délits civils "
"CML 4747, Droit des biens "
"CML 4900, Current Canadian Constitutional Issues "
"CML 4914, Études intensives : Thème choisi en droit / Intensive Study: Select Legal Issues. "
"CML 4915, Litige en matière d'égalité / Equality Law Issues "
"CML 4916, Le secret ministériel et la primauté du droit / Cabinet Secrecy and Rule of Law "
"CML 4917, Réforme féministe du droit / Feminist Law Reform "
"CMN 1148, Introduction to Organizational Communication "
"CMN 1160, Introduction to Media Studies "
"CMN 1548, Introduction à la communication organisationnelle "
"CMN 1560, Introduction à l'étude des médias "
"CMN 2101, Research Methods in Communication "
"CMN 2130, Interpersonal Communication "
"CMN 2132, Non-Verbal Communication "
"CMN 2135, Public Speaking "
"CMN 2148, Organizational Communication "
"CMN 2152, Image and Communication "
"CMN 2158, Multimedia I "
"CMN 2160, Theories of the Media "
"CMN 2167, Video I "
"CMN 2168, Globalization and Communication "
"CMN 2170, New Media "
"CMN 2173, Advertising and Society "
"CMN 2180, Popular Culture and Communication "
"CMN 2181, Intercultural Communication "
"CMN 2501, Méthodes de recherche en communication "
"CMN 2530, Communication interpersonnelle "
"CMN 2532, Communication non verbale "
"CMN 2535, Parole publique "
"CMN 2548, Communication organisationnelle "
"CMN 2552, Image et communication "
"CMN 2558, Multimédia I "
"CMN 2560, Théories des médias "
"CMN 2567, Vidéo I "
"CMN 2568, Mondialisation et communication "
"CMN 2570, Nouveaux médias "
"CMN 2573, Publicité et société "
"CMN 2580, Culture populaire et communication "
"CMN 2581, Communication interculturelle "
"CMN 3100, Special Topics "
"CMN 3102, Quantitative Methods "
"CMN 3103, Qualitative Methods "
"CMN 3104, Women and Media "
"CMN 3105, Media Ethics "
"CMN 3109, Advanced Theories of Communication "
"CMN 3130, Communication Planning "
"CMN 3133, Political Communication "
"CMN 3138, Communication in Group Settings "
"CMN 3144, Public Relations "
"CMN 3148, Organizational Communication Consulting and Training "
"CMN 3152, Journalism Ethics "
"CMN 3155, Public Opinion "
"CMN 3158, Multimedia II "
"CMN 3165, Media Industries "
"CMN 3167, Video II "
"CMN 3174, Advertising Techniques "
"CMN 3182, Policy Studies "
"CMN 3500, Thèmes choisis "
"CMN 3502, Méthodes quantitatives "
"CMN 3503, Méthodes qualitatives "
"CMN 3504, Femmes et médias "
"CMN 3505, Éthique des médias "
"CMN 3509, Théories approfondies en communication "
"CMN 3530, Planification des communications "
"CMN 3533, Politique et médias "
"CMN 3538, Communication dans les groupes "
"CMN 3544, Relations publiques "
"CMN 3548, Consultation et formation en communication organisationnelle "
"CMN 3552, Éthique et déontologie du journalisme "
"CMN 3555, Opinion publique "
"CMN 3558, Multimédia II "
"CMN 3565, Industries des médias "
"CMN 3567, Vidéo II "
"CMN 3574, Techniques publicitaires "
"CMN 3582, Organisation politique et juridique des médias "
"CMN 3912, Études dirigées / Directed Studies "
"CMN 3916, Stage pratique / Internship "
"CMN 4100, Special Issues "
"CMN 4101, Storytelling, Narration and Organization "
"CMN 4102, Identity and Inclusivity in Media and Communication "
"CMN 4105, Ethics and Information Society "
"CMN 4115, Media and Public Broadcasting "
"CMN 4129, Communication and Change in Organizations "
"CMN 4131, Negotiation and Mediation "
"CMN 4132, Crisis Communication "
"CMN 4135, Health Communication "
"CMN 4144, Advanced Public Relations Seminar "
"CMN 4148, Communication in Governmental Organizations "
"CMN 4160, Digital Social Research "
"CMN 4166, Audience Research "
"CMN 4168, Communication and International Development "
"CMN 4170, Social Uses of New Media "
"CMN 4172, Media and Social Movements "
"CMN 4185, Political Economy of the Media "
"CMN 4201, Honours Seminar "
"CMN 4201,1 Honours Seminar "
"CMN 4201,2 Honours Seminar  "
"CMN 4500, Sujets spéciaux "
"CMN 4501, Storytelling, narration et organisation "
"CMN 4502, Identité et inclusivité dans les médias et la communication "
"CMN 4505, Éthique et société de l'information "
"CMN 4515, Médias et radiodiffusion publique "
"CMN 4529, Communication et changement dans les organisations "
"CMN 4531, Négociation et médiation "
"CMN 4532, Communication de crise "
"CMN 4535, Communication et Santé "
"CMN 4544, Séminaire avancé en relations publiques "
"CMN 4548, Communication dans les organismes gouvernementaux "
"CMN 4560, Recherche sociale numérique "
"CMN 4566, Étude de réception "
"CMN 4568, Communication et développement international "
"CMN 4570, Usages sociaux des nouveaux médias "
"CMN 4572, Médias et mouvements sociaux "
"CMN 4585, Économie politique des médias "
"CMN 4601, Séminaire de spécialisation "
"CMN 4601,1 Séminaire de spécialisation "
"CMN 4601,2 Séminaire de spécialisation  "
"CMN 5100, Research Methods "
"CMN 5105, Contemporary Communication Issues "
"CMN 5108, Health Communication Seminar "
"CMN 5109, Digital Health Seminar "
"CMN 5110, Social History of Communication Technologies "
"CMN 5115, Communication Ethics "
"CMN 5120, Public Communication Campaigns: Theories and Applications "
"CMN 5130, Diversity in the Workplace: Communication Challenges "
"CMN 5131, Organizational Communication Theories "
"CMN 5132, Theories and Effects of the Media "
"CMN 5133, Health Communication Theories "
"CMN 5135, Communication Management "
"CMN 5136, Virtual Work Teams: Communication Issues "
"CMN 5140, Communication, Globalization and Change "
"CMN 5141, Government Communication "
"CMN 5142, Risk and Crisis Communication "
"CMN 5150, Knowledge Management "
"CMN 5155, Advanced Research in Traditional and Emerging Media "
"CMN 5160, Political Uses of Media "
"CMN 5161, Construction of Social Reality by the Media "
"CMN 5165, New Directions in Journalism "
"CMN 5170, International Communication "
"CMN 5190, Media, Identity and Diversity "
"CMN 5195, Special Topics "
"CMN 5500, Méthodes de recherche "
"CMN 5505, Enjeux contemporains en communication "
"CMN 5508, Séminaire en communication et santé "
"CMN 5509, Séminaire en santé numérique "
"CMN 5510, Histoire sociale ces technologies de communication "
"CMN 5515, Éthique de la communication "
"CMN 5520, Campagnes de communication publique : Théories et applications "
"CMN 5530, Diversité au travail : Défis communicationnels "
"CMN 5531, Théories de la communication organisationnelle "
"CMN 5532, Théories et effets des médias "
"CMN 5533, Théories de la communication et de la santé "
"CMN 5535, Gestion des communications "
"CMN 5536, Équipes virtuelles : Enjeux communicationnels "
"CMN 5540, Communication, mondialisation et changement "
"CMN 5541, Communication gouvernementale "
"CMN 5542, Communication de crise et du risque "
"CMN 5550, Gestion des connaissances "
"CMN 5555, Recherches avancées sur les médias traditionnels et ceux en émergence "
"CMN 5560, Usages politiques des médias "
"CMN 5561, Représentation et simulation de la réalité par les médias "
"CMN 5565, Nouvelles orientations en journalisme "
"CMN 5570, Communication internationale "
"CMN 5590, Médias, identité et diversité "
"CMN 5595, Thèmes spéciaux "
"CMN 5900, Études dirigées en communication / Directed Studies in Communication "
"CMN 5910, Stage pratique / Internship "
"CMN 5995, Thèmes spéciaux en communication / Special Topics in Communication "
"CMN 6990, Proposition de recherche / Research Proposal"
"CMN 6997, Mémoire - projet majeur de fin d'études / Research Paper - Major Capstone Project"
"CMN 6998, Mémoire / Research Paper"
"CMN 8101, Research Methods I "
"CMN 8102, Research Methods II "
"CMN 8111, Theories in Media Studies "
"CMN 8112, Advanced Theories in Organizational Communication "
"CMN 8130, Special Topics in Media Studies "
"CMN 8131, Special Topics in Organizational Communication "
"CMN 8501, Méthodes de recherche I "
"CMN 8502, Méthodes de recherche II "
"CMN 8511, Théories en études des médias "
"CMN 8512, Théories avancées en communication organisationnelle "
"CMN 8530, Thèmes choisis en études des médias "
"CMN 8531, Thèmes choisis en communication organisationnelle "
"CMN 8902, Séminaire de doctorat / Doctoral Seminar "
"CMN 8930, Thèmes choisis en communication / Special Topics in Communication "
"CPL 5101, Systems Thinking "
"CPL 5102, Self Realization and Personal Development "
"CPL 5103, Strategic Management of Complex Projects and Programs "
"CPL 5104, Organizational Behaviour of Project Teams and of Project Team Systems "
"CPL 5105, Planning and Communicating Change Effectively "
"CPL 5106, Acquisition Strategies "
"CPL 5107, Laws, Regulations, Intellectual Property and Contracts "
"CPL 5108, Strategically Managing Risk "
"CPL 5109, Business Planning and Cases: Methods and Implementation "
"CPL 5110, Advanced Negotiations and Problem Solving "
"CPL 5111, Managing for Innovation "
"CPL 5112, Managing Contracts and Suppliers "
"CPL 5113, Implementation of Complex Projects "
"CPL 5114, Financial Analysis and Decision Making "
"CPL 5115, Problem Solving in Complex Environments "
"CPL 5116, Stakeholder Engagement and Crisis Management "
"CPL 5117, Leadership for Results "
"CPL 5310, Human Factors in Complex Project Leadership "
"CPL 5320, Management, Governance, Performance "
"CPL 5330, International Study Tour "
"CPL 5340, Complex Project Consultancy "
"CPL 5350, Seminars in Complex Project Leadership "
"CPL 5360, Lectures in Project, Program and Portfolio Management "
"CPL 6100, Special Topics in Complex Project Leadership "
"CPL 6300, Applications in Complex Project Leadership "
"CEG 2136, Computer Architecture I "
"CEG 2536, Architecture des ordinateurs I "
"CEG 3136, Computer Architecture II "
"CEG 3155, Digital Systems II "
"CEG 3156, Computer Systems Design "
"CEG 3185, Introduction to Data Communications and Networking "
"CEG 3536, Architecture d'ordinateurs II "
"CEG 3555, Systèmes numériques II "
"CEG 3556, Conception avancée des systèmes informatiques "
"CEG 3585, Introduction à la communication de données et au réseautage "
"CEG 4110, Topics in Computer Engineering I "
"CEG 4112, Topics in Computer Engineering II "
"CEG 4136, Computer Architecture III "
"CEG 4140, Digital Control Systems "
"CEG 4158, Computer Control in Robotics "
"CEG 4166, Real-Time Systems Design "
"CEG 4186, Wireless Networks "
"CEG 4187, Optical Networks "
"CEG 4188, Higher Layer Network Protocols "
"CEG 4190, Computer Network Design "
"CEG 4198, Distributed Systems Design "
"CEG 4316, Digital Image Processing "
"CEG 4396, Computer Network Management "
"CEG 4399, Design of Secure Computer Systems "
"CEG 4510, Sujets spéciaux en génie informatique I "
"CEG 4512, Sujets spéciaux en génie informatique II "
"CEG 4536, Architecture des ordinateurs III "
"CEG 4540, Systèmes de commandes numériques "
"CEG 4558, Commande par ordinateur en robotique "
"CEG 4566, Conception de systèmes informatiques en temps réel "
"CEG 4586, Réseaux sans fil "
"CEG 4587, Réseaux optiques "
"CEG 4588, Protocoles de haut niveau "
"CEG 4590, Conception des réseaux informatiques "
"CEG 4598, Conception de systèmes distribués "
"CEG 4716, Traitement numérique des images "
"CEG 4796, Gestion de réseaux informatiques "
"CEG 4799, Conception de systèmes informatiques sécuritaires "
"CEG 4912, Projet de conception en génie informatique I / Computer Engineering Design Project I "
"CEG 4913, Projet de conception en génie informatique II / Computer Engineering Design Project II "
"CSI 2101, Discrete Structures "
"CSI 2110, Data Structures and Algorithms "
"CSI 2120, Programming Paradigms "
"CSI 2132, Databases I "
"CSI 2372, Advanced Programming Concepts With C++ "
"CSI 2501, Structures discrètes "
"CSI 2510, Structures de données et algorithmes "
"CSI 2520, Paradigmes de programmation "
"CSI 2532, Bases de données I "
"CSI 2772, Concepts avancés de programmation en C++ "
"CSI 2911, Pratique professionnelle de l'informatique / Professional Practice in Computing "
"CSI 3104, Introduction to Formal Languages "
"CSI 3105, Design and Analysis of Algorithms I "
"CSI 3120, Programming Language Concepts "
"CSI 3130, Databases II "
"CSI 3131, Operating Systems "
"CSI 3140, WWW Structures, Techniques and Standards "
"CSI 3504, Introduction aux langages formels "
"CSI 3505, Conception et analyse des algorithmes I "
"CSI 3520, Concepts des langages de programmation "
"CSI 3530, Bases de données II "
"CSI 3531, Systèmes d'exploitation "
"CSI 3540, Structures, techniques et normes du Web "
"CSI 4103, Topics in Computer Science I "
"CSI 4104, Topics in Computer Science II "
"CSI 4105, Design and Analysis of Algorithms II "
"CSI 4106, Introduction to Artificial Intelligence "
"CSI 4107, Information Retrieval and the Internet "
"CSI 4108, Cryptography "
"CSI 4109, Introduction to Distributed Computing "
"CSI 4118, Computer Networks Protocols "
"CSI 4124, Foundation of Modelling and Simulation "
"CSI 4125, Theory of Programming Languages "
"CSI 4130, Computer Graphics "
"CSI 4133, Computer Methods in Picture Processing and Analysis "
"CSI 4139, Design of Secure Computer Systems "
"CSI 4140, Introduction to Parallel Computing "
"CSI 4141, Real Time Systems Design "
"CSI 4142, Fundamentals of Data Science "
"CSI 4145, Machine Learning "
"CSI 4150, Introduction to Optimization Methods "
"CSI 4503, Sujets en informatique I "
"CSI 4504, Sujets en informatique II "
"CSI 4505, Conception et analyse des algorithmes II "
"CSI 4506, Introduction à l'intelligence artificielle "
"CSI 4507, Recherche d'information et l'Internet "
"CSI 4508, Cryptographie "
"CSI 4509, Introduction au calcul réparti "
"CSI 4518, Réseaux d'ordinateurs et protocoles "
"CSI 4524, Principes de base de modélisation et simulation "
"CSI 4525, Théorie des langages de programmation "
"CSI 4530, Graphiques interactifs "
"CSI 4539, Conception de systèmes informatiques sécuritaires "
"CSI 4540, Introduction au calcul parallèle "
"CSI 4541, Conception de systèmes en temps réel "
"CSI 4542, Principes fondamentaux de la science des données "
"CSI 4545, Apprentissage automatique "
"CSI 4550, Introduction aux méthodes d'optimisation "
"CSI 4900, Projet de recherche / Honours Project "
"CSI 5100, Data Integration "
"CSI 5101, Knowledge Representation "
"CSI 5102, Topics in Medical Computing "
"CSI 5105, Network Security and Cryptography "
"CSI 5106, Cryptography "
"CSI 5107, Principle of Intelligent Transportation Systems "
"CSI 5108, Introduction to Convex Optimization "
"CSI 5110, Principles of Formal Software Development "
"CSI 5111, Software Quality Engineering "
"CSI 5112, Software Engineering "
"CSI 5113, Foundations Programming Languages "
"CSI 5115, Database Analysis and Design "
"CSI 5116, Authentication and Software Security "
"CSI 5118, Automated Verification and Validation of Software "
"CSI 5121, Advanced Data Structures "
"CSI 5122, Software Usability "
"CSI 5124, Computational Aspects of Geographic Information Systems "
"CSI 5126, Algorithms in Bioinformatics "
"CSI 5127, Applied Computational Geometry "
"CSI 5128, Swarm Intelligence "
"CSI 5129, Advanced Database Systems "
"CSI 5131, Parallel Algorithms and Applications in Data Science "
"CSI 5134, Fault Tolerance "
"CSI 5135, Information Visualization and Visual Analytics "
"CSI 5136, Computer Security and Usability "
"CSI 5137, Selected Topics in Software Engineering  "
"CSI 5138, Selected Topics in Theory of Computing  "
"CSI 5139, Selected Topics in Computer Applications  "
"CSI 5140, Selected Topics in Computer Systems  "
"CSI 5142, Protocols for Mobile and Wireless Networks "
"CSI 5146, Computer Graphics "
"CSI 5147, Computer Animation "
"CSI 5148, Wireless Ad Hoc Networking "
"CSI 5149, Graphical Models and Applications "
"CSI 5151, Virtual Environments "
"CSI 5152, Evolving Information Networks "
"CSI 5153, Data Management for Business Intelligence "
"CSI 5154, Algorithms for Data Science "
"CSI 5155, Machine Learning "
"CSI 5161, Principles of Distributed Simulation "
"CSI 5163, Algorithm Analysis and Design "
"CSI 5164, Computational Geometry "
"CSI 5165, Combinatorial Algorithms "
"CSI 5166, Applications of Combinatorial Optimization "
"CSI 5167, Human-Computer Interaction Models, Theories and Frameworks "
"CSI 5168, Digital Watermarking "
"CSI 5169, Wireless Networks and Mobile Computing "
"CSI 5173, Data Networks "
"CSI 5174, Validation Methods for Distributed Systems "
"CSI 5175, Mobile Commerce Technologies "
"CSI 5180, Topics in Artificial Intelligence "
"CSI 5183, Evolutionary Computation and Artificial Life "
"CSI 5185, Statistical and Syntactic Pattern Recognition "
"CSI 5195, Ethics for Artificial Intelligence "
"CSI 5218, Uncertainty Evaluation in Engineering Measurements and Machine Learning "
"CSI 5308, Principles of Distributed Computing "
"CSI 5311, Distributed Databases and Transaction Processing "
"CSI 5312, Distributed Operating Systems "
"CSI 5314, Object-Oriented Software Development "
"CSI 5340, Introduction to Deep Learning and Reinforcement Learning "
"CSI 5341, Learning-based Computer Vision "
"CSI 5342, Ubiquitous Sensing for Smart Cities "
"CSI 5343, AI-Enabled Communications "
"CSI 5344, Geometry Processing "
"CSI 5345, Internet of Things  Security "
"CSI 5346, Mining Software Repositories "
"CSI 5347, Trends in Big Data Management "
"CSI 5350, Machine Learning for Healthcare "
"CSI 5351, Quantum Communications and Networking "
"CSI 5352, Internet Measurement and Security "
"CSI 5380, Systems and Architectures for Electronic Commerce "
"CSI 5386, Natural Language Processing "
"CSI 5387, Data Mining and Concept Learning "
"CSI 5389, Electronic Commerce Technologies "
"CSI 5390, Learning Systems from Random Environments "
"CSI 5510, Principles de développement formel de logiciels "
"CSI 5511, Génie de la qualité des logiciels "
"CSI 5526, Algorithmes en bio-informatique "
"CSI 5537, Thème choisi en génie logiciel  "
"CSI 5538, Thème choisi en théorie de l'informatique  "
"CSI 5539, Thème choisi en application informatique  "
"CSI 5540, Thème choisi en systèmes informatiques  "
"CSI 5555, Apprentissage machine "
"CSI 5565, Algorithmes combinatoires "
"CSI 5580, Sujets en intelligence artificielle "
"CSI 5780, Systèmes et architectures des logiciels pour le commerce électronique "
"CSI 5787, Fouille des données et apprentissage des concepts "
"CSI 5789, Technologies du commerce électronique "
"CSI 5900, Projets de recherche en informatique / Graduate Projects in Computer Science "
"CSI 5901, Études dirigées / Directed Studies "
"CSI 5903, Stage en commerce électronique / Electronic Commerce Work Term "
"CSI 5904, Projet de recherche avancé en commerce électronique / Graduate Project in Electronic Commerce "
"CSI 6900, Projets de recherche intensive en informatique / Intensive Graduate Projects in Computer Science "
"CSI 7131, Advanced Parallel and Systolic Algorithms "
"CSI 7160, Advanced Topics in the Theory of Computing "
"CSI 7161, Advanced Topics in Programming Systems and Languages "
"CSI 7162, Advanced Topics in Computer Applications "
"CSI 7163, Advanced Topics in Computer Systems "
"CSI 7170, Advanced Topics in Distributed Computing "
"CSI 7314, Advanced Topics in Object-Oriented Systems "
"CSI 7561, Études avancées en systèmes et langages de programmation "
"CSI 7900, Projets de recherche en informatique / Graduate Projects in Computer Science "
"CSI 7901, Études dirigées / Directed Studies "
"CSI 9997, Proposition de thèse de doctorat / Doctoral Thesis Proposal"
"CSI 9998, Examen général de doctorat / Ph.D. Comprehensive"
"ECH 1100, Introduction to the Study of Conflicts and Human Rights "
"ECH 1500, Introduction à l'étude des conflits et droits humains "
"ECH 2300, Introduction to International Human Rights Law and Institutions "
"ECH 2308, Indigenous Politics and Human Rights "
"ECH 2310, Conflicts and Rights: Philosophical Perspectives "
"ECH 2320, Qualitative Methods in Conflict Studies and Human Rights "
"ECH 2330, Theories of Conflict "
"ECH 2700, Introduction aux institutions et droits humains internationaux "
"ECH 2708, Politique autochtone et droits humains "
"ECH 2710, Conflits et droits "
"ECH 2720, Méthodes qualitatives en études des conflits et droits humains "
"ECH 2730, Théories des conflits "
"ECH 3310, Current Problems in International Human Rights "
"ECH 3320, War and Security: Historical Perspectives "
"ECH 3330, Special Topics in Conflict Studies and Human Rights "
"ECH 3360, Quantitative Methods in Conflict Studies and Human Rights "
"ECH 3370, African Great Lakes "
"ECH 3710, Problèmes actuels en droits humains internationaux "
"ECH 3720, Guerre et sécurité : Perspectives historiques "
"ECH 3730, Thèmes choisis en études des conflits et droits humains "
"ECH 3760, Méthodes quantitatives en études des conflits et droits humains "
"ECH 3770, Afrique des Grands Lacs "
"ECH 4010, Stage international en études des conflits et droits humains / International Internship in Conflict Studies and Human Rights "
"ECH 4210, Conflict and Human Rights Field Research "
"ECH 4310, Selected Research Topics in Human Rights "
"ECH 4320, Conflict Resolution and Peace Building "
"ECH 4321, Global Hierarchy and Conflict "
"ECH 4322, Violence, Security and Conflict in Africa "
"ECH 4323, Culture and Conflict "
"ECH 4324, Health and Human Rights "
"ECH 4325, The Challenge of Democracy in International Affairs "
"ECH 4326, Human Rights in Latin America "
"ECH 4327, Philosophy of Rights "
"ECH 4328, Conflicts and Peace Processes in the Middle East "
"ECH 4330, Selected Research Topics in Conflict Studies "
"ECH 4335, Track Two Diplomacy "
"ECH 4350, Conflicts and the Peace Process in the Middle East "
"ECH 4355, Conflicts and the Peace Process: Selected Topics "
"ECH 4610, Recherche terrain sur les conflits et droits humains "
"ECH 4710, Thèmes de recherche choisis en droits humains "
"ECH 4720, Résolution de conflits et construction de la paix "
"ECH 4721, Hiérarchie mondiale et conflit "
"ECH 4722, Violence, sécurité et conflit en Afrique "
"ECH 4723, Culture et conflit "
"ECH 4724, Santé et droits humains "
"ECH 4725, Le défi de la démocratie dans les affaires internationales "
"ECH 4726, Droits humains en Amérique latine "
"ECH 4727, Philosophie des droits "
"ECH 4728, Conflits et processus de paix au Moyen-Orient "
"ECH 4730, Thèmes de recherche choisis en études de conflits "
"ECH 4735, Diplomatie de deuxième niveau "
"ECH 4750, Conflits et processus de paix au Moyen-Orient "
"ECH 4755, Conflits et processus de paix : Thèmes choisis "
"CRM 1300, Introduction to Criminology "
"CRM 1301, History of Criminological Thought "
"CRM 1700, Introduction à la criminologie "
"CRM 1701, Histoire du savoir criminologique "
"CRM 2300, Criminal Law and the Criminal Justice System "
"CRM 2301, Positivist Theories in Criminology "
"CRM 2302, Societal Reaction Theories in Criminology "
"CRM 2303, Research Methodology in Criminology "
"CRM 2305, Police in Modern Society "
"CRM 2306, Prison Community and the Deprivation of Liberty "
"CRM 2307, Women and Gendered Violence "
"CRM 2308, Social and Criminal Policy "
"CRM 2309, Criminal Justice and Health "
"CRM 2310, Community Action and intervention in Criminology "
"CRM 2312, Crime, Harm and the State "
"CRM 2313, Criminal Justice and Drugs "
"CRM 2314, Crime and the Media "
"CRM 2315, Individual Intervention in Criminology "
"CRM 2700, Justice et norme pénales "
"CRM 2701, Théories étiologiques en criminologie "
"CRM 2702, Théories de la réaction sociale en criminologie "
"CRM 2703, Méthodologie de recherche en criminologie "
"CRM 2705, La police dans la société moderne "
"CRM 2706, Le milieu carcéral et la privation de la liberté "
"CRM 2707, Femmes et violences de genre "
"CRM 2708, Politique sociale et criminelle "
"CRM 2709, Justice pénale et santé "
"CRM 2710, Action et intervention communautaires en criminologie "
"CRM 2712, Le crime, les torts et l'État "
"CRM 2713, La justice pénale et les drogues "
"CRM 2714, Crime et médias "
"CRM 2715, Intervention individuelle en criminologie "
"CRM 3301, Contemporary Critical Theories in Criminology "
"CRM 3305, Police and Social Control "
"CRM 3306, Victimology "
"CRM 3307, Women and Gendered Confinement and Criminalization "
"CRM 3308, Prevention and Criminology "
"CRM 3310, Corporate and White Collar Crime "
"CRM 3311, Mental Disorder and Justice "
"CRM 3312, Youth and Justice "
"CRM 3315, Special Topics in Criminology "
"CRM 3319, Sentencing "
"CRM 3322, Indigenous Peoples and Justice "
"CRM 3323, Globalization, Crime and Justice "
"CRM 3324, Intervention Practice "
"CRM 3325, Restorative Justice "
"CRM 3328, Socio-Legal Regulation in the Community "
"CRM 3329, Regulation of Sexuality "
"CRM 3330, Racialization, Racism and the Criminal Justice System "
"CRM 3331, Risk Management in Criminology "
"CRM 3332, Legal Pluralism and Justice "
"CRM 3334, Quantitative Research in Criminology "
"CRM 3335, Qualitative Research in Criminology "
"CRM 3701, Théories critiques contemporaines en criminologie "
"CRM 3705, Police et contrôle social "
"CRM 3706, Victimologie "
"CRM 3707, Femmes, enfermement, criminalisation et rapports sociaux de sexe "
"CRM 3708, Prévention du crime "
"CRM 3710, Criminalité des corporations "
"CRM 3711, Désordre mental et justice "
"CRM 3712, Jeune et justice "
"CRM 3715, Thèmes particuliers en criminologie "
"CRM 3719, Détermination de la peine "
"CRM 3721, Punir, enfermer, réformer au Canada : Du 17e siècle à nos jours "
"CRM 3722, Peuples autochtones et justice "
"CRM 3723, Mondialisation, crime et justice "
"CRM 3724, Pratiques d'intervention "
"CRM 3725, Justice restauratrice "
"CRM 3728, Régulation sociojuridique dans la communauté "
"CRM 3729, Régulations de la sexualité "
"CRM 3730, Racisation, racisme et système de justice pénale "
"CRM 3731, Gestion des risques en criminologie "
"CRM 3732, Pluralisme juridique et justice "
"CRM 3734, Recherche quantitative en criminologie "
"CRM 3735, Recherche qualitative en criminologie "
"CRM 4260, Field Placement "
"CRM 4301, Advanced Criminological Theory "
"CRM 4302, Abolitionism and the Criminal Justice System "
"CRM 4303, Intervention and Ethics "
"CRM 4305, Political Crime "
"CRM 4306, Socio-Politics of Incarceration "
"CRM 4310, Special Issues in Criminology "
"CRM 4311, Law and Society "
"CRM 4312, Women and Gendered Justice "
"CRM 4313, Crimes of the Powerful "
"CRM 4314, State and Criminal Policy "
"CRM 4315, Criminal Justice and the Media "
"CRM 4316, Violence and Society "
"CRM 4317, Analysis of the Field Placement Experience "
"CRM 4318, Justice, Transformation and Resistance "
"CRM 4319, Criminology and Popular Cultures "
"CRM 4320, Social Justice in Action "
"CRM 4321, Law, Medicine and Justice "
"CRM 4322, Carceral Geography "
"CRM 4323, Immigration, Social Control, and Criminalization "
"CRM 4324, Human Rights in Criminology "
"CRM 4325, Critiques of Security "
"CRM 4326, Environmental and Ecological Justice "
"CRM 4328, Current Issues in Criminology "
"CRM 4329, Leadership in Critical Criminology "
"CRM 4330, Criminal Justice and Technology "
"CRM 4660, Stage pratique "
"CRM 4701, Étude approfondie de théories criminologiques "
"CRM 4702, Abolitionnisme et système de justice pénale "
"CRM 4703, Intervention et éthique "
"CRM 4705, Criminalité politique "
"CRM 4706, Analyse sociopolitique de l'enfermement "
"CRM 4710, Sujets spéciaux en criminologie "
"CRM 4711, Droit et société "
"CRM 4712, Femmes, justice et rapports sociaux de sexe "
"CRM 4713, Crime et pouvoirs "
"CRM 4714, État et politiques criminelles "
"CRM 4715, Justice pénale et médias "
"CRM 4716, Violence et société "
"CRM 4717, Analyse des expériences de stage "
"CRM 4718, Justice, transformations et résistances "
"CRM 4719, Criminologie et cultures populaires "
"CRM 4720, Justice sociale en action "
"CRM 4721, Droit, médecine et justice "
"CRM 4722, Géographie carcérale "
"CRM 4723, Immigration, contrôle social et criminalisation "
"CRM 4724, Droits humains en criminologie "
"CRM 4725, Critique de sécurité "
"CRM 4726, Justice environnementale et écologique "
"CRM 4728, Sujets d'actualité en criminologie "
"CRM 4729, Leadership et criminologie critique "
"CRM 4730, Justice pénale et technologie "
"CRM 5301, Field Work in Criminology "
"CRM 5701, Stage en criminologie "
"CRM 6320, Research Methodology in Criminology I "
"CRM 6325, Research Seminar in Criminology "
"CRM 6325,1 Research Seminar in Criminology "
"CRM 6325,2 Research Seminar in Criminology  "
"CRM 6330, Quantitative Methods in Criminology "
"CRM 6331, Qualitative Methods in Criminology "
"CRM 6340, Theories of Intervention in Criminology and Alternative Practices "
"CRM 6341, Counselling in Criminology "
"CRM 6342, Community Intervention in Criminology "
"CRM 6345, Field Placement Seminar "
"CRM 6350, Contemporary Criminological Theories "
"CRM 6354, Social History of the Criminal Justice System "
