"CVG 5301, Soil and Water Conservation Engineering "
"CVG 5311, Bridge Design "
"CVG 5312, Durability of Concrete Structures "
"CVG 5313, Seismic Analysis and Design of Concrete Structures "
"CVG 5314, Geotechnical Hazards "
"CVG 5320, Fire Behaviour of Materials "
"CVG 5321, Finite Elements in Field Problems "
"CVG 5333, Research Methodology "
"CVG 5366, Master's Seminar in Civil Engineering"
"CVG 6000, Projet en génie civil / Civil Engineering Report "
"CVG 6108, Directed Studies I "
"CVG 6109, Directed Studies II "
"CVG 6301, Special Topics in Civil Engineering "
"CVG 6303, Special Topics in Civil Engineering "
"CVG 6304, Special Topics in Civil Engineering "
"CVG 6305, Special Topics in Civil Engineering "
"CVG 6306, Special Topics in Civil Engineering "
"CVG 6307, Special Topics in Civil Engineering "
"CVG 6308, Special Topics in Civil Engineering "
"CVG 6309, Special Topics in Civil Engineering "
"CVG 6310, Special Topics in Civil Engineering "
"CVG 6311, Special Topics in Civil Engineering "
"CVG 6312, Special Topics in Civil Engineering "
"CVG 6313, Special Topics in Civil Engineering "
"CVG 6314, Special Topics in Civil Engineering "
"CVG 6315, Special Topics in Civil Engineering "
"CVG 6316, Special Topics in Civil Engineering "
"CVG 6317, Special Topics in Civil Engineering "
"CVG 6318, Special Topics in Civil Engineering "
"CVG 6320, Special Topics in Civil Engineering "
"CVG 6508, Études dirigées I "
"CVG 6509, Études dirigées II "
"CVG 7100, Case Studies in Geotechnical "
"CVG 7101, Advanced Soil Mechanics I "
"CVG 7103, Pavement and Materials "
"CVG 7104, Earth Retaining Structures "
"CVG 7105, Foundation Engineering "
"CVG 7106, In Situ Meth in Geomechanics "
"CVG 7107, Numerical Methods in Geomechanics "
"CVG 7108, Seepage and Water Flow Through Soils "
"CVG 7109, Geotechnical Earthquake Engineering "
"CVG 7110, Road Safety Analysis "
"CVG 7111, Advanced Building Characterization, Conservation and Rehabilitation "
"CVG 7112, Wood structures and fire "
"CVG 7113, Practical applications in fire protection "
"CVG 7114, Probability, Statistics, Stochastic Processes and Statistical Inference in Engineering "
"CVG 7115, Structural Assessment of Historic Buildings "
"CVG 7116, Fundamentals of Geomechanics "
"CVG 7120, Introductory Elasticity "
"CVG 7121, Advanced Elasticity "
"CVG 7122, Finite Element Methods Stress Analysis "
"CVG 7123, Earthquake Analysis and Design of Structures "
"CVG 7124, Advanced Finite Element Analysis in Structural Mechanics "
"CVG 7125, Theory of Structural Stability "
"CVG 7126, Behaviour of Steel Structure "
"CVG 7127, Analysis of Elastic Structures "
"CVG 7128, Prestressed Concrete "
"CVG 7130, Advanced Reinforced Concrete "
"CVG 7131, Project Management "
"CVG 7137, Dynamics of Structures "
"CVG 7138, Engineered Masonry Behaviour and Design "
"CVG 7140, Statistics, Probabilities and Decision-Making "
"CVG 7141, Advanced Methods in Computer-Aided Design "
"CVG 7143, Design of Steel Bridges "
"CVG 7144, Design of Concrete Bridges "
"CVG 7145, Introduction to Bridge Design "
"CVG 7150, Intercity Transportation, Planning and Management "
"CVG 7151, Traffic Engineering "
"CVG 7152, Highway Materials "
"CVG 7153, Urban Transportation and Management "
"CVG 7154, Geometric Design "
"CVG 7155, Intercity Transportation Supply "
"CVG 7156, Transportation Economics and Policy "
"CVG 7158, Airport Planning "
"CVG 7159, Transportation Terminal "
"CVG 7160, Biofilm Processes in Waste-Water Treatment "
"CVG 7163, Case Studies in Hydrogeology "
"CVG 7170, Fundamentals of Fire Safety Engineering "
"CVG 7171, Fire Dynamics I "
"CVG 7172, Fire Dynamics II "
"CVG 7173, People in Fires "
"CVG 7174, Fire Modelling "
"CVG 7175, Design for Fire Resistance "
"CVG 7181, Nonlinear Analysis and Design of Advanced Earthquake-Resistant Structures "
"CVG 7182, Introduction to Infrastructure Management "
"CVG 7183, Seepage Through Soils "
"CVG 7184, Blast Load Effects on Structures "
"CVG 7185, Topics in Fire Safety "
"CVG 7300, Special Topics in Civil Engineering "
"CVG 8366, Doctoral Seminar in Civil Engineering"
"CVG 9998, Examen général de doctorat / Comprehensive Examination "
"DRC 1500, Enseignement appliqué I "
"DRC 1500,1 Enseignement appliqué "
"DRC 1500,2 Enseignement appliqué I  "
"DRC 1503, Fondements du droit "
"DRC 1505, Initiation aux méthodes de la common law "
"DRC 1506, Droit des personnes et de la famille "
"DRC 1507, Droit des biens "
"DRC 1508, Droit public fondamental "
"DRC 1514, Droit des obligations I "
"DRC 1705, Droit constitutionnel I "
"DRC 1706, Droit judiciaire I "
"DRC 1707, Droit pénal I "
"DRC 1708, Droit international public "
"DRC 1714, Droit des obligations II "
"DRC 2500, Enseignement appliqué II : Introduction au règlement des différends "
"DRC 2500,1 Enseignement appliqué II : Introduction au règlement des différends "
"DRC 2500,2 Enseignement appliqué II : Introduction au règlement des différends  "
"DRC 2501, Droit de l'entreprise I "
"DRC 2508, Droit administratif "
"DRC 2509, Droits et libertés "
"DRC 2514, Droit des obligations III "
"DRC 2515, Droit et coopération internationale "
"DRC 3500, Enseignement appliqué III : Séminaire d'exposé juridique "
"DRC 3501, Droit international privé "
"DRC 3700, Rapport de stage coop I "
"DRC 3701, Rapport de stage coop II "
"DRC 4158, Matrimonial Property "
"DRC 4159, Wills and Estates "
"DRC 4168, Selected Topics in Civil Law I "
"DRC 4331, Selected Topics in Civil Law II "
"DRC 4372, Civil Law Writing "
"DRC 4383, Civil Procedure I "
"DRC 4390, Obligations I "
"DRC 4391, Property Law "
"DRC 4392, Persons and Family Law "
"DRC 4393, Civil Law Reasoning "
"DRC 4394, Obligations II "
"DRC 4395, Obligations III "
"DRC 4396, Private International Law "
"DRC 4501, Transactions commerciales internationales "
"DRC 4509, Droit des organisations internationales "
"DRC 4512, Traités internationales d'intégration économique "
"DRC 4513, Problèmes choisis de droit international I "
"DRC 4518, Droit de l'Union européenne "
"DRC 4521, Droit international humanitaire "
"DRC 4523, Droit pénal international "
"DRC 4527, Analyses féministes du droit "
"DRC 4529, Droit international économique : Les organisations internationales spécialisées "
"DRC 4536, Droit international des droits de la personne "
"DRC 4537, Droit international et développement "
"DRC 4539, Droit international de l'environnement "
"DRC 4542, Droit judiciaire III "
"DRC 4543, Thèmes choisis de droit international II "
"DRC 4545, Droit international des investissements étrangers "
"DRC 4547, Enseignement clinique II "
"DRC 4548, Droit des sûretés "
"DRC 4554, Droit de la preuve civile "
"DRC 4555, Régimes de représentation et d'administration "
"DRC 4556, Droit des contrats nommés "
"DRC 4557, Droit de la famille "
"DRC 4558, Droit patrimonial de la famille "
"DRC 4559, Droit des successions "
"DRC 4560, Droit judiciaire II "
"DRC 4561, Droit des assurances "
"DRC 4568, Thèmes choisis de droit civil "
"DRC 4569, Thèmes choisis de droit des personnes "
"DRC 4570, Thèmes choisis de droit de la famille "
"DRC 4580, Droit des collectivités locales "
"DRC 4581, Droit de l'aménagement du territoire "
"DRC 4582, Droit des ressources naturelles "
"DRC 4583, Droit de l'immigration et des réfugiés "
"DRC 4584, Droit maritime "
"DRC 4585, Droit constitutionnel comparé "
"DRC 4586, Droit administratif approfondi "
"DRC 4587, Thèmes choisis de droit constitutionnel "
"DRC 4588, Thèmes choisis de droit public "
"DRC 4589, Thèmes choisis de droit administratif "
"DRC 4590, Droit de l'entreprise II "
"DRC 4591, Droit de la faillite et de l'insolvabilité "
"DRC 4592, Comptabilité et droit "
"DRC 4593, Droit de l'entreprise III "
"DRC 4594, Droit de la concurrence "
"DRC 4595, Thèmes choisis en droit de l'entreprise "
"DRC 4596, L'ordre juridique innu "
"DRC 4597, L'ordre juridique cri "
"DRC 4700, Rapport de stage coop III "
"DRC 4702, Séminaire de recherche "
"DRC 4709, Les grands systèmes de droit contemporains "
"DRC 4719, Droit comparé "
"DRC 4725, Élaboration des lois et interprétation "
"DRC 4726, Philosophie du droit "
"DRC 4727, Histoire du droit "
"DRC 4728, Femmes et droit "
"DRC 4729, Thèmes choisis de droit et sciences sociales "
"DRC 4730, Thèmes choisis en philosophie du droit "
"DRC 4731, Thèmes choisis en droit "
"DRC 4732, Thèmes choisis en droit comparé "
"DRC 4739, Droit du travail général "
"DRC 4740, Droit de la santé et de la sécurité au travail "
"DRC 4741, Arbitrage de griefs "
"DRC 4742, Thèmes choisis en droit du travail "
"DRC 4745, Droit fiscal général "
"DRC 4746, Planification fiscale et successorale "
"DRC 4747, Régime fiscal de l'entreprise "
"DRC 4754, Propriété intellectuelle et industrielle "
"DRC 4755, Droit du commerce électronique "
"DRC 4756, Droit de la communication dans le cyber espace "
"DRC 4757, Thèmes choisis en droit de la technologie "
"DRC 4760, Droit, médecine et biologie "
"DRC 4761, Droit de l'enfance "
"DRC 4762, Droit des autochtones "
"DRC 4763, Traditions juridiques autochtones "
"DRC 4764, Droit de l'environnement "
"DRC 4765, Droit et pauvreté "
"DRC 4766, Médiation, conciliation et arbitrage "
"DRC 4767, Thèmes choisis de droit de l'environnement "
"DRC 4768, Techniques de rédaction juridique "
"DRC 4769, Concours de rédaction juridique "
"DRC 4770, Séminaire et préparation d'un colloque "
"DRC 4771, Assistanat à la rédaction d'une revue juridique "
"DRC 4771,1 Assistanat à la rédaction d'une revue juridique "
"DRC 4771,2 Assistanat à la rédaction d'une revue juridique  "
"DRC 4772, Dissertation juridique "
"DRC 4773, Procès simulé "
"DRC 4775, Droit pénal II "
"DRC 4776, Infractions contre la personne et contre les biens "
"DRC 4777, Thèmes choisis de droit pénal I "
"DRC 4778, Thèmes choisis de droit pénal II "
"DRC 4779, Enseignement clinique II "
"DRC 4780, Droit des peines "
"DRC 4781, Exercer du leadership en droit et dans la vie "
"DRC 4789, Droit international privé bijuridique "
"DRC 4790, Droit des obligations I "
"DRC 4791, Droit des biens "
"DRC 4792, Droit des personnes et de la famille "
"DRC 4793, Pensée civiliste "
"DRC 4794, Droit des obligations II "
"DRC 4795, Droit des obligations III "
"DRC 4796, Droit international privé "
"DRC 4797, Procédure civile I "
"DRC 4798, Procédure civile II "
"DRC 4800, Stage international I "
"DRC 4800,1 Stage international I "
"DRC 4800,2 Stage international I  "
"DRC 4819, Enseignement clinique I "
"DRC 4819,1 Enseignement clinique I "
"DRC 4819,2 Enseignement clinique I  "
"DRC 4820, Clinique juridique notariale "
"DRC 4820,1 Clinique juridique notariale "
"DRC 4820,2 Clinique juridique notariale  "
"DRC 4830, Concours de plaidoirie interfacultaire "
"DRC 4830,1 Concours de plaidoirie interfacultaire "
"DRC 4830,2 Concours de plaidoirie interfacultaire  "
"SDS 3386, Data Science Lab "
"SDS 3786, Laboratoire en science des données "
"DCN 1100, Arts and Digital Cultures "
"DCN 1500, Arts et la culture numérique "
"DCN 2100, Workshop in Digital Cultures "
"DCN 2500, Atelier en cultures numériques "
"DCN 3311, Advanced Workshop in Digital Cultures I "
"DCN 3312, Advanced Workshop in Digital Cultures II "
"DCN 3711, Atelier spécialisé en cultures numériques I "
"DCN 3712, Atelier spécialisé en cultures numériques II "
"DCN 4100, Digital Cultures Capstone Project "
"DCN 4100,1 Digital Cultures Capstone Project "
"DCN 4100,2 Digital Cultures Capstone Project  "
"DCN 4500, Projet de fin d'études en cultures numériques "
"DCN 4500,1 Projet de fin d'études en cultures numériques "
"DCN 4500,2 Projet de fin d'études en cultures numériques  "
"DHN 5100, Specialized Workshop in Digital Humanities I "
"DHN 5101, Specialized Workshop in Digital Humanities II "
"DHN 5500, Atelier spécialisé en sciences humaines numériques I "
"DHN 5501, Atelier spécialisé en sciences humaines numériques II "
"DTI 5115, Communication Ethics "
"DTI 5124, Internet Technologies and Mobile Commerce "
"DTI 5125, Data Science Applications "
"DTI 5126, Fundamentals for Applied Data Science "
"DTI 5175, Mobile Commerce Technologies "
"DTI 5310, Ethics for Design, AI, and Robotics "
"DTI 5380, Systems and Architectures for Electronic Commerce "
"DTI 5389, Electronic Commerce Technologies "
"DTI 5501, Fondements de gestion pour les affaires électroniques "
"DTI 5502, Fondements des technologies de l'information pour les affaires électroniques "
"DTI 5503, Fondements des statistiques pour les affaires électroniques "
"DTI 5902, Projet de stage en entreprise / Industry Internship Project "
"DTI 6102, User Experience Principles and Practices "
"DTI 6103, User Research "
"DTI 6104, Interaction Design "
"DTI 6105, Design Thinking "
"DTI 6130, Web Services "
"DTI 6160, Cyber Security Systems and Strategies "
"DTI 6180, Strategic Knowledge Management "
"DTI 6210, Electronic Commerce Architecture "
"DTI 6220, Data Analytics and Business Intelligence "
"DTI 6230, Business Process Management and Performance Measurement "
"DTI 6240, Mobile Commerce "
"DTI 6250, Document Engineering for Digital Transf. and Innovation "
"DTI 6260, Integrated Networks for the Enterprise "
"DTI 6300, Topics in Digital Transformation and Innovation "
"DTI 6301, Topics in Digital Transformation and Innovation "
"DTI 6302, Topics in Applied Data Science "
"DTI 6303, Topics in Applied Data Science "
"DTI 6304, Topics in User Experience Design "
"DTI 6305, Topics in User Experience Design "
"DTI 6402, Affective and Persuasive Computing "
"DTI 6700, Thèmes choisis en affaires électroniques "
"DTI 6701, Thèmes choisis en affaires électroniques "
"DTI 6900, Stage international / International Work Term "
"DTI 6997, Projet de recherche / Research project "
"DTI 7100, Research Methods in Digital Transf. and Innovation "
"DTI 7101, Research Workshop in Digital Transf. and Innovation "
"DTI 7102, Interdisciplinary Research Methods in Digital Transf. and Innovation "
"DTI 7103, Visual Literacy and User Experience Design Principles "
"DTI 8101, Interdisciplinary Doctoral Seminar in Digital Transformation and Innovation I "
"DTI 8102, Interdisciplinary Doctoral Seminar in Digital Transformation and Innovation II "
"THD 9999, Thèse de doctorat / Doctoral Thesis"
"EAS 1101, Introduction to Indigenous Studies "
"EAS 1501, Introduction aux études autochtones "
"EAS 2101, Colonialism and Indigenous Peoples "
"EAS 2110, Selected Topics in Indigenous Studies I "
"EAS 2501, Colonialisme et peuples autochtones "
"EAS 2510, Thèmes choisis en études autochtones I "
"EAS 3101, Research and Methodologies in Indigenous Studies "
"EAS 3102, Selected Topics in Indigenous Studies II "
"EAS 3103, Indigenous Spiritualities in the Americas "
"EAS 3501, Recherche et méthodologies en études autochtones "
"EAS 3502, Thèmes choisis en études autochtones II "
"EAS 3503, Spiritualités autochtones dans les Amériques "
"EAS 4101, Fieldwork and Directed Research in Indigenous Studies "
"EAS 4102, Contemporary Indigenous Political Thought "
"EAS 4103, Seminar in Indigenous Studies "
"EAS 4110, Selected Topics in Indigenous Studies III "
"EAS 4115, Learning on the Land "
"EAS 4501, Travail sur le terrain et recherche dirigée en études autochtones "
"EAS 4502, Pensée politique autochtone contemporaine "
"EAS 4503, Séminaire en études autochtones "
"EAS 4510, Thèmes choisis en études autochtones III "
"EAS 4515, Apprentissage sur le territoire "
"EAS 6101, Indigenous Theories "
"EAS 6102, Research and Indigenous Communities "
"EAS 6103, Selected Topics in Indigenous Studies "
"EAS 6501, Théories autochtones "
"EAS 6502, Recherche et communautés autochtones "
"EAS 6503, Thèmes choisis en études autochtones "
"ELE 1900, Placement clinique - stage au choix non obligatoire - première année / Clinical Placement - Non Mandatory Elective - First Year"
"ELE 1900,1 Placement clinique - stage au choix non obligatoire - première année  / Clinical Placement - Non Mandatory Elective - First Year "
"ELE 1900,2 Placement clinique - stage au choix non obligatoire - première année  / Clinical Placement - Non Mandatory Elective - First Year "
"ELE 1900,3 Placement clinique - stage au choix non obligatoire - première année  / Clinical Placement - Non Mandatory Elective - First Year "
"ELE 2900, Placement clinique - stage au choix non obligatoire - deuxième année / Clinical Placement - Non Mandatory Elective - Second Year"
"ELE 2900,1 Placement clinique - stage au choix non obligatoire - deuxième année  / Clinical Placement - Non Mandatory Elective - Second Year "
"ELE 2900,2 Placement clinique - stage au choix non obligatoire - deuxième année  / Clinical Placement - Non Mandatory Elective - Second Year "
"ELE 2900,3 Placement clinique - stage au choix non obligatoire - deuxième année  / Clinical Placement - Non Mandatory Elective - Second Year "
"ELE 3951, Année d'enrichissements post 3e année / Enrichment Year- Post Year 3"
"ELE 3951,1 Année d'enrichissements post 3e année  / Enrichment Year- Post Year 3 "
"ELE 3951,2 Année d'enrichissements post 3e année  / Enrichment Year- Post Year 3 "
"ELE 3951,3 Année d'enrichissements post 3e année  / Enrichment Year- Post Year 3 "
"ELE 4931, Année d'enrichissement - Post 4e année / Enrichment Year - Post Year 4"
"ELE 4931,1 Année d'enrichissement - Post 4e année  / Enrichment Year - Post Year 4 "
"ELE 4931,2 Année d'enrichissement - Post 4e année  / Enrichment Year - Post Year 4 "
"ELE 4931,3 Année d'enrichissement - Post 4e année  / Enrichment Year - Post Year 4 "
"ELE 4951, Placement clinique pour les étudiants visiteurs en médecine  / Clinical Placement for Visiting Medical Students "
"ELE 4952, Placement clinique pour visiteurs d'écoles canadiennes / Optional Rotation for Visiting Trainees from Canadian Schools"
"ELE 4961, Stage au choix offert aux Canadiens étudiant à l'étranger / Elective for Canadians Studying Abroad "
"ELE 4962, Placement clinique pour visiteurs d'écoles non canadiennes / Optional Rotation for Visiting Trainees from Non-Canadian Schools"
"ENG 1100, Workshop in Essay Writing "
"ENG 1112, Technical Report Writing "
"ENG 1120, Selected Topics in Literature and Composition "
"ENG 1124, Engaging with Literature "
"ENG 1131, Effective Business English "
"ENG 1140, Introduction to Indigenous Literatures "
"ENG 1141, Reading the Contemporary World "
"ENG 1320, English Grammar for Professional Writers and Editors "
"ENG 2105, Introduction to British Literature Before 1700, "
"ENG 2106, Introduction to British Literature After 1700, "
"ENG 2107, Introduction to Canadian Literature "
"ENG 2108, Introduction to American Literature "
"ENG 2110, Children's Literature "
"ENG 2111, Canadian Children's Literature "
"ENG 2112, Classical Backgrounds of English Literature "
"ENG 2113, The Bible and the History of English Literature "
"ENG 2114, Women and Literature to 1900, "
"ENG 2115, Women and Literature 1900, to the Present "
"ENG 2116, Writing Out: Literature and Sexual Identity "
"ENG 2117, Multicultural Literatures "
"ENG 2118, Comic Books and Graphic Novels "
"ENG 2120, Tales of Mystery and Detection "
"ENG 2124, Second-Year Seminar "
"ENG 2130, Traditions of King Arthur "
"ENG 2131, Fantasy Literature "
"ENG 2132, Utopian Fiction "
"ENG 2133, Literature, Madness, and Desire "
"ENG 2135, Science Fiction "
"ENG 2136, Fiction of Horror "
"ENG 2137, The Politics of Literature "
"ENG 2140, Literature and Film "
"ENG 2141, Literature and the Environment "
"ENG 2142, World Literatures in English "
"ENG 2151, Literature and the Sciences "
"ENG 2175, Introduction to the Literatures of Asia and the Asian Diaspora "
"ENG 2176, Introduction to the Literatures of Africa and the African Diaspora "
"ENG 2180, Critical Conversations: Sex and Gender Identities "
"ENG 2181, Critical Conversations: Race and Decolonization "
"ENG 2182, Critical Conversations: Environmental Humanities "
"ENG 2183, Critical Conversations: Class, Capitalism, and Culture "
"ENG 2184, Critical Conversations: Form and Style "
"ENG 2185, Critical Conversations: Special Topics "
"ENG 2301, Introduction to Creative Writing "
"ENG 2303, Introduction to Writing Prose Fiction "
"ENG 2304, Introduction to Writing Poetry "
"ENG 2305, Introduction to Writing Creative Non-fiction "
"ENG 2306, Introduction to Writing for Stage and Screen "
"ENG 2307, Writing with Visuals: An Introduction "
"ENG 2313, European Contexts of English Literature "
"ENG 2370, Writing for Digital Media I: Fundamentals of Digital Literacy "
"ENG 2380, Introduction to Technical Writing "
"ENG 2381, Writing about the Arts "
"ENG 3105, Book History: Theories and Methods "
"ENG 3106, Topics in Film Studies "
"ENG 3107, Literature and Visual Culture: Theories and Approaches "
"ENG 3108, Transatlantic Literature 1700,-1900, "
"ENG 3109, Transnational Literatures 1900,-Present "
"ENG 3110, Canadian Drama "
"ENG 3111, Poetics "
"ENG 3112, Narrative Genres: Theories and Approaches "
"ENG 3133, Elizabethan Shakespeare "
"ENG 3134, Jacobean Shakespeare "
"ENG 3135, Early Modern Drama "
"ENG 3164, Advanced Workshop in Poetry "
"ENG 3170, Writing for Digital Media II "
"ENG 3171, Communication in the Information Age "
"ENG 3180, Editing Documents for Business, Science, and Technology "
"ENG 3181, Editing in Arts and Humanities Publishing "
"ENG 3182, Policy Writing and Writing for Government "
"ENG 3190, Speculative Genres "
"ENG 3191, Gender, Sexuality, and Literature "
"ENG 3192, African American Literature "
"ENG 3193, Advanced Study in Children's Literature "
"ENG 3194, Young Adult Literature "
"ENG 3195, Critical Race Theory "
"ENG 3303, Advanced Workshop in Prose Fiction "
"ENG 3305, Advanced Workshop in Creative Non-fiction "
"ENG 3306, Advanced Workshop in Scriptwriting "
"ENG 3307, Advanced Workshop in Comics and Graphic Fiction "
"ENG 3318, Romantic Literature "
"ENG 3320, Modern British Literature "
"ENG 3321, Canadian Short Story "
"ENG 3323, Medieval Literature I "
"ENG 3324, Medieval Literature II "
"ENG 3339, Sixteenth-Century Literature "
"ENG 3340, Seventeenth-Century Literature "
"ENG 3341, Eighteenth-Century Literature "
"ENG 3349, Restoration and 18th-Century Drama "
"ENG 3356, 18th-Century and Romantic Fiction "
"ENG 3362, Victorian Literature "
"ENG 3364, Victorian Fiction "
"ENG 3370, Modern British Poetry "
"ENG 3371, Modern Drama "
"ENG 3372, Modern Short Story "
"ENG 3373, Modern British Novelists "
"ENG 3374, Topics in the Environmental Humanities "
"ENG 3375, Critical Theory "
"ENG 3376, Contemporary Novel "
"ENG 3377, American Fiction of the 19th Century "
"ENG 3378, American Fiction 1900, to the Present "
"ENG 3379, American Poetry 1900, to the Present "
"ENG 3381, Indigenous Literatures "
"ENG 3383, Jewish Canadian Writers "
"ENG 3384, Literatures of Exploration and Settlement in Canada "
"ENG 3385, Canadian Literature of the Confederation Period  "
"ENG 3386, Canadian Fiction 1900, to 1950, "
"ENG 3387, Canadian Fiction 1950, to the Present "
"ENG 3388, Canadian Poetry 1900, to the Present "
"ENG 3389, Writing Resistance in the English Literatures "
"ENG 3390, Special Topic "
"ENG 4115, Medieval Literature: Seminar "
"ENG 4120, Literary Theory: Seminar "
"ENG 4130, Medieval Literature: Special Topic "
"ENG 4131, Literary Theory: Special Topic "
"ENG 4133, Shakespeare: Special Topic "
"ENG 4134, Renaissance: Special Topic "
"ENG 4135, Eighteenth Century: Special Topic "
"ENG 4136, Romantics: Special Topic "
"ENG 4137, Victorian Literature: Special Topic "
"ENG 4138, Modern British Literature: Special Topic "
"ENG 4139, American Literature: Special Topic "
"ENG 4142, Shakespeare: Seminar "
"ENG 4148, Renaissance: Seminar "
"ENG 4151, Eighteenth Century: Seminar "
"ENG 4152, Romantics: Seminar "
"ENG 4165, Victorian Literature: Seminar "
"ENG 4175, Modern British Literature: Seminar "
"ENG 4180, American Literature: Seminar "
"ENG 4182, Canadian Literature: Seminar "
"ENG 4184, American and Canadian Literature: Seminar "
"ENG 4185, Contemporary Literature: Seminar "
"ENG 4186, Literature and Culture: Seminar "
"ENG 4188, World Literatures in English: Seminar "
"ENG 4189, Postcolonial Literatures: Seminar "
"ENG 4330, Canadian Literature: Special Topic "
"ENG 4331, World Literatures in English: Special Topic "
"ENG 4332, Postcolonial Literatures: Special Topic "
"ENG 4394, Unassigned Special Topic "
"ENG 4395, Senior Honours Essay "
"ENG 4397, Creative Writing Seminar: Selected Genres "
"ENG 4398, Creative Writing Seminar: Special Topics in Poetry "
"ENG 4399, Creative Writing Seminar: Special Topics in Fiction "
"ENG 6302, Research Methodology "
"ENG 6303, Professional Development "
"ENG 6304, Doctoral Research Methods "
"ENG 6999, Major Research Paper"
"ENG 7303, Literature and History of the Disciplines "
"ENG 7330, Twentieth-Century and Contemporary Literature I "
"ENG 7331, Twentieth-Century and Contemporary Literature II "
"ENG 7332, Cultural Studies I "
"ENG 7375, Cultural Studies II "
"ENG 7376, Book History I "
"ENG 7377, Book History II "
"ENG 7382, Digital Humanities I "
"ENG 7383, Digital Humanities II "
"ENG 7386, Special Project "
"ENG 7900, Second Language Requirement"
"ENG 7997, M. Thesis Proposal"
"ENG 9997, Ph.D. Thesis Proposal"
"FRA 1518, Le français, langue des affaires "
"FRA 1528, La rédaction technique et scientifique "
"FRA 1538, Rédaction en sciences infirmières "
"FRA 1705, Perfectionnement du français "
"FRA 1710, Analyse, écriture et argumentation I "
"FRA 1720, Analyse, écriture et argumentation II "
"FRA 1746, Culture et littérature françaises : des origines au XVIIIe siècle "
"FRA 1748, Culture et littérature françaises : du XIXe siècle à nos jours "
"FRA 1750, Culture et littérature du Canada français, de la Nouvelle-France à nos jours "
"FRA 2520, Éviter les pièges de la langue "
"FRA 2530, La littérature et les femmes "
"FRA 2540, Fictions de l'aventure "
"FRA 2541, Littératures francophones d’Afrique et des Antilles "
"FRA 2542, Littératures francophones de l’Afrique du Nord et du Proche Orient "
"FRA 2545, Littérature et culture de l'Ontario français "
"FRA 2547, Francophonies européennes "
"FRA 2555, Adapter son message au destinataire "
"FRA 2560, Création littéraire I "
"FRA 2565, Programme de lecture "
"FRA 2700, Développer sa méthode de travail "
"FRA 2705, Écrire avec concision et clarté "
"FRA 2713, Le roman policier "
"FRA 2715, La littérature pour la jeunesse "
"FRA 2723, Littérature et cinéma "
"FRA 2730, Le théâtre "
"FRA 2732, Approches et théories critiques "
"FRA 2735, La bande dessinée "
"FRA 2736, Horreur et fantastique "
"FRA 2737, Sport et littérature "
"FRA 2740, Lire le texte poétique "
"FRA 2780, Lire le roman "
"FRA 2789, Comprendre les rouages de la grammaire "
"FRA 3530, La littérature et les minorités sexuelles "
"FRA 3532, Théories et critiques féministes "
"FRA 3533, Prix littéraires "
"FRA 3534, Littératures de l'extrême contemporain "
"FRA 3535, Classique revisité "
"FRA 3543, Thème choisi "
"FRA 3544, Littératures des peuples autochtones du Canada "
"FRA 3545, Littérature contemporaine de l'Ontario français "
"FRA 3546, Francophonies d'Amérique du Nord "
"FRA 3547, Perspectives postcoloniales "
"FRA 3548, Écriture et information "
"FRA 3549, Littérature et journalisme "
"FRA 3556, Actualités essayistiques "
"FRA 3557, Réécritures et adaptations "
"FRA 3561, Enjeux du Moyen Âge "
"FRA 3562, Enjeux du classicisme "
"FRA 3571, Enjeux de la Renaissance "
"FRA 3572, Enjeux des Lumières "
"FRA 3578, Critique et chronique culturelles "
"FRA 3580, Approches sociales de la littérature "
"FRA 3583, Littérature et histoire "
"FRA 3586, Littérature et philosophie "
"FRA 3587, Littérature comparée "
"FRA 3599, Trouver le mot juste "
"FRA 3703, Écrire pour le Web et les réseaux sociaux "
"FRA 3704, Éditique I : le texte et l'image "
"FRA 3743, Écritures poétiques "
"FRA 3746, Théâtres de la francophonie canadienne "
"FRA 3748, Persuasion et rhétorique "
"FRA 3750, Le conte et son devenir "
"FRA 3751, Littérature française du XXe siècle I  "
"FRA 3752, Littérature française du XXe siècle II  "
"FRA 3753, Enjeux de la littérature contemporaine "
"FRA 3754, La littérature québécoise de 1900, à 1980, "
"FRA 3755, La littérature québécoise de 1980, à nos jours "
"FRA 3756, La littérature d'idées "
"FRA 3759, Histoire de la langue française "
"FRA 3760, Thème interdisciplinaire "
"FRA 3761, Enjeux du  romantisme "
"FRA 3762, Modernités "
"FRA 3763, La fiction réaliste "
"FRA 3764, Les avant-gardes "
"FRA 3775, La pensée mythique "
"FRA 3790, Les écritures de soi "
"FRA 4554, Création littéraire III "
"FRA 4590, Lecture et réception "
"FRA 4763, Thème choisi : Problématique littéraire ou linguistique "
"FRA 4780, Enjeux critiques ou théoriques "
"FRA 4791, Auteur-trice majeur-e "
"FRA 4793, Recherches dirigées I "
"FRA 4795, Création littéraire dirigée "
"FRA 5590, Séminaire de méthodologie modulaire et interdisciplinaire I "
"FRA 5591, Séminaire de méthodologie modulaire et interdisciplinaire II "
"FRA 7998, Projet de thèse de maîtrise"
"FRA 9997, Projet de thèse de doctorat"
"FRA 9998, Examen de synthèse"
"GEO 1111, Introduction to Earth Systems "
"GEO 1113, Apocalypse Earth: Understanding Natural Disasters "
"GEO 1115, Introduction to Earth Materials "
"GEO 1301, Earth: Natural Disasters Explained "
"GEO 1511, Introduction aux systèmes terrestres "
